,index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college,cf_dept_or_job_dissatisfaction
266,266,False,True,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,True
267,267,False,False,False,False,False,False,False,True,True,True,True,True,Female,31–35,Under 1 Year,2011,TAFE,False
268,268,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE,False
269,269,False,True,False,False,False,False,False,False,True,False,False,True,Male,56+,11 to 20 Years,2011,TAFE,False
270,270,False,False,False,False,False,False,False,False,False,False,True,False,Female,41–45,1 to 2 Years,2011,TAFE,False
271,271,False,True,False,True,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2011,TAFE,True
272,272,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
273,273,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2011,TAFE,False
274,274,True,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,11 to 20 Years,2012,TAFE,False
275,275,True,False,False,False,False,False,False,False,False,False,False,False,Male,26–30,1 to 2 Years,2011,TAFE,False
276,276,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
277,277,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2011,TAFE,False
278,278,False,False,False,False,False,False,False,True,True,True,True,True,Female,51-55,11 to 20 Years,2011,TAFE,False
279,279,False,True,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE,False
280,280,False,False,True,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2011,TAFE,False
281,281,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
282,282,False,False,False,True,True,True,False,False,False,False,False,False,Female,56+,7 to 10 Years,2011,TAFE,True
283,283,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
284,284,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
285,285,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,20 Plus Years,2011,TAFE,False
286,286,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,11 to 20 Years,2011,TAFE,False
287,287,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
288,288,False,False,False,False,True,False,False,False,False,False,True,True,Male,46–50,Under 1 Year,2011,TAFE,True
289,289,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,3 to 4 Years,2011,TAFE,False
290,290,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
291,291,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2011,TAFE,False
292,292,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
293,293,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,Under 1 Year,2011,TAFE,False
294,294,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE,True
295,295,False,False,False,False,False,False,False,False,True,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
296,296,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
297,297,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
298,298,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2011,TAFE,False
299,299,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2011,TAFE,False
300,300,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE,False
301,301,False,False,False,True,True,True,True,False,False,False,False,False,Female,46–50,5 to 6 Years,2011,TAFE,True
302,302,False,False,False,False,False,False,True,False,False,False,False,True,Male,56+,20 Plus Years,2011,TAFE,False
303,303,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE,True
304,304,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
305,305,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
306,306,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE,False
307,307,False,False,True,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE,False
308,308,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE,False
309,309,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE,False
310,310,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2011,TAFE,True
311,311,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
312,312,False,False,False,False,False,False,True,False,False,True,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
313,313,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE,False
314,314,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2011,TAFE,False
315,315,False,False,False,False,False,False,True,True,True,True,True,True,Female,56+,11 to 20 Years,2011,TAFE,False
316,316,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,Under 1 Year,2011,TAFE,False
317,317,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2011,TAFE,False
318,318,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
319,319,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
320,320,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2011,TAFE,False
321,321,False,False,False,False,False,False,True,False,True,True,True,True,Female,31–35,3 to 4 Years,2011,TAFE,False
322,322,False,False,False,False,False,False,False,False,False,False,True,True,Male,41–45,7 to 10 Years,2011,TAFE,False
323,323,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE,False
324,324,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE,False
325,325,False,False,False,False,False,False,True,False,True,False,True,False,Female,56+,20 Plus Years,2011,TAFE,False
326,326,False,False,False,True,True,True,False,False,False,False,False,True,Male,51-55,20 Plus Years,2011,TAFE,True
327,327,True,False,False,False,True,False,False,False,False,False,False,False,Male,46–50,11 to 20 Years,2011,TAFE,True
328,328,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
329,329,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE,False
330,330,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2011,TAFE,False
331,331,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2011,TAFE,False
332,332,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE,False
333,333,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,True
334,334,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
335,335,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
336,336,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
337,337,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2011,TAFE,False
338,338,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE,False
339,339,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,True
340,340,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
341,341,False,False,False,False,False,False,False,False,False,False,False,True,Female,46–50,1 to 2 Years,2011,TAFE,False
342,342,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE,False
343,343,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,20 Plus Years,2011,TAFE,False
344,344,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
345,345,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,11 to 20 Years,2011,TAFE,False
346,346,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2011,TAFE,False
347,347,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE,False
348,348,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
349,349,False,False,False,False,False,False,False,False,True,False,False,False,Female,56+,20 Plus Years,2011,TAFE,False
350,350,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2011,TAFE,False
351,351,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
352,352,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2011,TAFE,False
353,353,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
354,354,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2011,TAFE,True
355,355,False,False,False,False,False,False,False,False,False,True,False,False,Female,31–35,5 to 6 Years,2011,TAFE,False
356,356,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,3 to 4 Years,2011,TAFE,False
357,357,False,False,False,False,True,False,False,False,False,False,False,False,Male,21–25,1 to 2 Years,2011,TAFE,True
358,358,False,False,False,False,False,False,True,False,False,False,False,True,Female,56+,20 Plus Years,2011,TAFE,False
359,359,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,20 Plus Years,2011,TAFE,False
360,360,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,11 to 20 Years,2011,TAFE,False
361,361,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
362,362,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,3 to 4 Years,2011,TAFE,False
363,363,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,11 to 20 Years,2011,TAFE,False
364,364,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE,False
365,365,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,11 to 20 Years,2011,TAFE,False
366,366,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE,False
367,367,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE,False
368,368,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE,False
369,369,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE,False
370,370,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2011,TAFE,False
371,371,False,False,False,False,False,False,True,True,True,False,False,True,Female,51-55,Under 1 Year,2011,TAFE,False
372,372,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2011,TAFE,False
373,373,False,False,False,True,True,True,False,False,False,False,False,False,Female,,,2011,TAFE,True
374,374,False,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,3 to 4 Years,2011,TAFE,False
375,375,False,False,False,False,False,False,True,True,True,False,False,True,Female,41–45,1 to 2 Years,2011,TAFE,False
376,376,False,True,False,False,False,False,False,False,False,True,True,True,Female,56+,7 to 10 Years,2011,TAFE,False
377,377,True,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,3 to 4 Years,2011,TAFE,False
378,378,False,False,False,False,False,False,False,True,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE,False
379,379,False,False,False,False,False,False,False,True,True,False,False,True,Female,,,2012,TAFE,False
380,380,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,Under 1 Year,2012,TAFE,False
381,381,False,False,False,False,False,False,False,False,False,True,True,True,Female,51-55,3 to 4 Years,2011,TAFE,False
