,record_id,job_position,leave_reason,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,job_status,service_years,service_years_x
765,767,teaching_role,Age Retirement,False,False,False,False,False,True,False,False,True,False,False,True,False,Male,51-55,Secondary,20 Plus Years,20 Plus Years
766,768,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Primary,7 to 10 Years,7 to 10 Years
767,769,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Primary,20 Plus Years,20 Plus Years
768,770,teaching_role,Ill Health Retirement,False,False,True,False,True,True,False,False,False,False,True,True,True,Male,56+,,20 Plus Years,20 Plus Years
769,771,teaching_role,Resignation-Other reasons,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,NaN,NaN
770,772,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
771,773,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,7 to 10 Years,7 to 10 Years
772,774,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,,7 to 10 Years,7 to 10 Years
773,775,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,A01-A04,NaN,NaN
774,776,teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,NaN,NaN
775,777,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
776,778,non_teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,A01-A04,NaN,NaN
777,779,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,,56+,,NaN,NaN
778,780,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,20 Plus Years,20 Plus Years
779,781,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,20 Plus Years,20 Plus Years
780,782,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,NaN,NaN
781,783,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,,NaN,NaN
782,784,teaching_role,Voluntary Early Retirement (VER),False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Special Education,5 to 6 Years,5 to 6 Years
783,785,teaching_role,Contract Expired,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
784,786,teaching_role,Resignation-Other reasons,False,True,False,False,False,True,False,False,True,False,False,True,False,Female,21-25,Secondary,Under 1 Year,Under 1 Year
785,787,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
786,788,teaching_role,Resignation-Other employer,False,True,False,False,False,True,False,False,False,True,False,False,False,Female,41-45,Secondary,5 to 6 Years,5 to 6 Years
787,789,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Secondary,NaN,NaN
788,790,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,NaN,NaN
789,791,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,11 to 20 Years,11 to 20 Years
790,792,teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,True,False,False,Male,36-40,Secondary,5 to 6 Years,5 to 6 Years
791,793,non_teaching_role,Resignation-Other reasons,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,A01-A04,NaN,NaN
792,794,teaching_role,Other,False,False,True,False,True,False,False,False,True,False,False,False,False,Female,56+,,NaN,NaN
793,795,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Primary,7 to 10 Years,7 to 10 Years
794,796,non_teaching_role,Resignation-Move overseas/interstate,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,NaN,NaN
795,797,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Primary,NaN,NaN
796,798,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,Secondary,NaN,NaN
797,799,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,A01-A04,NaN,NaN
798,800,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,NaN,NaN
799,801,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,Special Education,NaN,NaN
800,802,teaching_role,Other,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,21-25,Primary,3 to 4 Years,3 to 4 Years
801,803,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,Primary,20 Plus Years,20 Plus Years
802,804,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,NaN,NaN
803,805,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Primary,7 to 10 Years,7 to 10 Years
804,806,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,Primary,1 to 2 Years,1 to 2 Years
805,807,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,,NaN,NaN
806,808,non_teaching_role,Resignation-Other employer,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,7 to 10 Years,7 to 10 Years
807,809,teaching_role,Resignation-Other reasons,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,36-40,Primary,7 to 10 Years,7 to 10 Years
808,810,teaching_role,Resignation-Other reasons,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,3 to 4 Years,3 to 4 Years
809,811,teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,Primary,7 to 10 Years,7 to 10 Years
810,812,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Primary,NaN,NaN
811,813,non_teaching_role,Contract Expired,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,41-45,A01-A04,3 to 4 Years,3 to 4 Years
812,814,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,Secondary,7 to 10 Years,7 to 10 Years
813,815,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,AO5-AO7,5 to 6 Years,5 to 6 Years
814,816,non_teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,NaN,NaN
815,817,teaching_role,Resignation-Other employer,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,Primary,1 to 2 Years,1 to 2 Years
816,818,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Secondary,1 to 2 Years,1 to 2 Years
817,819,teaching_role,Age Retirement,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,56+,Primary,11 to 20 Years,11 to 20 Years
818,820,teaching_role,Age Retirement,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Secondary,20 Plus Years,20 Plus Years
819,821,non_teaching_role,Resignation-Move overseas/interstate,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,A01-A04,5 to 6 Years,5 to 6 Years
820,822,teaching_role,Ill Health Retirement,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,Secondary,3 to 4 Years,3 to 4 Years
821,823,teaching_role,Resignation-Move overseas/interstate,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,NaN,NaN
